"hash","added lines","deleted lines","file"
"3513614cb897d3f6bdc4b9d805d7b6e37ca3fabc",1,1,"Booting/linux-bootstrap-1.md"
"60fbd201229369a2b4b77a9337235664820c6eb6",1,1,"Booting/linux-bootstrap-1.md"
"60fbd201229369a2b4b77a9337235664820c6eb6",2,1,"contributors.md"
"a51574ae2b25b016cb298ec0ceb7065c3f795425",1,1,"Booting/linux-bootstrap-3.md"
"c81fa6763b37dc2595e102e202049f1bad97bede",58,58,"Booting/linux-bootstrap-3.md"
"360b9a62b4b5365bc4b56ea01c95367bfef685fc",2,1,"contributors.md"
"3b9b488267873ec1b0305f2adfa14cbdea6929ca",112,112,"Booting/linux-bootstrap-2.md"
"60c8998efe87ecd915c5e61f05e977b8af39e341",1,1,"Theory/asm.md"
"60c8998efe87ecd915c5e61f05e977b8af39e341",2,1,"contributors.md"
"d9c55a26e8c5ec4f5271bffd986b8632d21cc1ca",21,21,"Booting/linux-bootstrap-1.md"
"cd072e902d73dd79fc3d559d7a4c719de34c8921",1,1,"SyncPrim/sync-1.md"
"3fa666d07b25d6a606603f910bbd09892cd5325a",1,2,"README.md"
"57f802b466327ccffa19250c61626d4cc376f43b",5,5,"README.md"
"527b2b8921c3d9c043bd914c5990d6a991e3035b",1,1,"Booting/README.md"
"a04cc2b780d828989d5aace1d80d96549417738e",1,1,"Booting/linux-bootstrap-6.md"
"23bbbc31ee9900b0821dfe801897f05da9e215ac",1,0,"Booting/README.md"
"498cf21c489f44d83a81d8d795e2a6c8de9659cd",1,0,"SUMMARY.md"
"bfb3d493c746065fa0ec92f094b5909da8b6b680",11,8,"Booting/linux-bootstrap-2.md"
"d23407fdbd41e38c0aedab398e201ed1fa62e6f0",38,155,"Booting/linux-bootstrap-5.md"
"d23407fdbd41e38c0aedab398e201ed1fa62e6f0",417,0,"Booting/linux-bootstrap-6.md"
"6b4aa3e3d6d1e0b308b83d2c08022f8423d0bc5c",11,8,"Booting/linux-bootstrap-2.md"
"04f10187e0c92a546d7f57a66977d581c26b2d01",4,4,"Booting/linux-bootstrap-4.md"
"afe7d23ed551568235b421e4bc94fcf05ea7550b",5,1,"Booting/linux-bootstrap-4.md"
"a7b68a882567aa1b774344762a26ac0c8a66c3f5",1,1,"mm/linux-mm-1.md"
"70cfea09068ec1e799c730dfb56632567ca60bd2",1,0,"contributors.md"
"70cfea09068ec1e799c730dfb56632567ca60bd2",3,3,"mm/linux-mm-1.md"
"723b07605cadbd70a3bdf0339790b5169e8b0ba3",1,1,"Initialization/linux-initialization-1.md"
"723b07605cadbd70a3bdf0339790b5169e8b0ba3",1,0,"contributors.md"
"ec3fa13996a07c505a0dc7b76558e0dc44e5ac55",1,1,"SyncPrim/sync-1.md"
"abf4f684a5e20033bcf657babba1c77025292227",0,1,"Booting/linux-bootstrap-1.md"
"6c1827bf74ab83d2c9a39fe26ff2cfeffa4f8f38",1,1,"Cgroups/cgroups1.md"
"06bc4a8f6aa8cc66bfa3536ab401dbd65ef9aae4",1,1,"Booting/linux-bootstrap-3.md"
"b2e3637faa8df2cdb5d2e9fb3a041f955e4afa62",1,0,"contributors.md"
"0294cff63ef9f6f41f1db5d3d0f8d9575be6a48e",1,1,"Booting/linux-bootstrap-2.md"
"c7bf68bfa113f3b88778b812cd0217f42391412d",1,1,"Booting/linux-bootstrap-2.md"
"3dbb92c6faa314b38c59c9f93e826ca9c216cb81",1,1,"Theory/Paging.md"
"657c37e03fef5bcfc447192e5d1d7d81d8976979",1,1,"Initialization/linux-initialization-5.md"
"f8cf93cd4c9249bf933be31e35fa88482b5cfa61",1,1,"Initialization/linux-initialization-5.md"
"bb4c0ee9e330cb8b431cf24e5412a756abce7280",1,1,"SysCall/syscall-1.md"
"cacd5e487b9f33ab05afb332d54e8eec3fc5fd0c",6,6,"Booting/linux-bootstrap-1.md"
"360efa83bd84bf231dfc0aa5c4a210f95957d64c",1,1,"Concepts/initcall.md"
"a94cefa191abb9d23d177caf1c88bae45d58da4f",2,2,"Booting/linux-bootstrap-1.md"
"a94cefa191abb9d23d177caf1c88bae45d58da4f",1,0,"contributors.md"
"311a318f58485831e94c40810a92369b7185991f",2,2,"Booting/linux-bootstrap-1.md"
"7b3bade1277d16ae2ead100fc2cada43787223b0",1,0,"Concepts/README.md"
"7b3bade1277d16ae2ead100fc2cada43787223b0",1,0,"SUMMARY.md"
"b9842476307c3fe3657d1ec02ab419c9dab033e6",369,0,"Concepts/notification_chains.md"
"349e7e6657365b3820cfc080f357be12538f8bd3",1,1,"SyncPrim/sync-1.md"
"16bcb1025418afe64b610baee16c9b9a672c80cc",1,1,"Concepts/per-cpu.md"
"26ebd67859656893557d69cc5dce03c62ef1e595",54,28,"Booting/linux-bootstrap-4.md"
"26ebd67859656893557d69cc5dce03c62ef1e595",52,103,"Booting/linux-bootstrap-5.md"
"339539f9b7eca470526c1fe1c58e2cb7f797d3b8",3,3,"SysCall/syscall-3.md"
"1389e484e0838c49b76cfbd5b4855ac352bdcd46",4,4,"SysCall/syscall-1.md"
"3f38f871877c1a7842f7b2fe04e7ff7350bb595f",2,2,"interrupts/interrupts-10.md"
"1a1991991074633161c0a8037eb6c2966604bc6a",1,1,"interrupts/interrupts-10.md"
"19daf93f3fda4c04278a2852bff0be917dffd4ae",1,1,"interrupts/interrupts-9.md"
"9015d6ed1f5b3b4824bb7e3a511d451f706445c9",1,1,"Booting/linux-bootstrap-3.md"
"ebb1280c2aae47866d07211f1168412a9fdc3552",1,1,"interrupts/interrupts-9.md"
"6d1ac7ac20e097dfeca5e8d570beeb08e1145460",1,1,"Misc/how_kernel_compiled.md"
"2bbbbb952497813ba041e8a7bd235216737b91fa",1,1,"Booting/linux-bootstrap-2.md"
"ab8d15afd09017251f2f093b9f9a6fb051101f82",12,8,"Booting/linux-bootstrap-4.md"
"220d3378f7217f50373370f1e88b56b29406ed7f",1,1,"Booting/linux-bootstrap-1.md"
"220d3378f7217f50373370f1e88b56b29406ed7f",5,3,"Booting/linux-bootstrap-2.md"
"96afdad6f40454a7a5de4c7941c7d48356308cd9",2,2,"mm/linux-mm-2.md"
"b5d147bf72d56a1b6777c9114236c8e395793484",4,2,"Booting/linux-bootstrap-3.md"
"6703f0ace42b555a1d90fda562741888cfde109a",47,29,"Booting/linux-bootstrap-3.md"
"117dbf29a13f9204587ddf221bacd30406b27125",18,0,"Booting/linux-bootstrap-2.md"
"8d765498282ead0b468d6e987e7ee45eec7fa5db",4,69,"Booting/linux-bootstrap-2.md"
"f71365fbbeba3339ed5d00a8d7edd14188b0258c",1,1,"SysCall/syscall-4.md"
"b420e581fe3cfee64d9c65103740d4fd98127b6f",4,4,"Cgroups/cgroups1.md"
"b420e581fe3cfee64d9c65103740d4fd98127b6f",4,4,"SyncPrim/sync-6.md"
"b420e581fe3cfee64d9c65103740d4fd98127b6f",3,3,"SysCall/syscall-5.md"
"4f16103d446f8877bd140f5dbcb795f225c4c43b",2,2,"Cgroups/cgroups1.md"
"00457714155647bb15188a8e32e69a2b1a52fcf7",3,3,"Cgroups/cgroups1.md"
"3e9f17385102402eb14ece3305d8b6fe125456fb",0,4,"Timers/timers-7.md"
"9f269b41dffa7e1bc67147c1e54212dff318d654",12,4,"Misc/program_startup.md"
"9f269b41dffa7e1bc67147c1e54212dff318d654",1,0,"contributors.md"
"8dbc839a8a82362ab91f942b8291245e08fccf8f",31,31,"Misc/program_startup.md"
"a87d46fd660ad6b8bcc2a9685ff7df4401c0760e",1,1,"SysCall/syscall-3.md"
"4b0704fecf216ca50a2ccecc9022e897849a133a",1,1,"SysCall/syscall-3.md"
"b96b249fdf1ab1e5047eced2d32644987216c31a",3,3,"Initialization/linux-initialization-4.md"
"b96b249fdf1ab1e5047eced2d32644987216c31a",1,0,"contributors.md"
"c546f39a95b8a08a71aaf728928e89e0de7db01c",1,1,"Initialization/linux-initialization-3.md"
"976c7754714867778eda749aa31087c760bc8d16",5,5,"Initialization/linux-initialization-8.md"
"fc5cdbb0e798e7d1492ac1d55e3846781e576cab",4,4,"Misc/program_startup.md"
"fc5cdbb0e798e7d1492ac1d55e3846781e576cab",3,3,"SyncPrim/sync-4.md"
"fc5cdbb0e798e7d1492ac1d55e3846781e576cab",5,5,"SyncPrim/sync-6.md"
"fc5cdbb0e798e7d1492ac1d55e3846781e576cab",1,1,"SysCall/README.md"
"fc5cdbb0e798e7d1492ac1d55e3846781e576cab",1,1,"SysCall/syscall-4.md"
"fc5cdbb0e798e7d1492ac1d55e3846781e576cab",2,2,"Timers/timers-3.md"
"fc5cdbb0e798e7d1492ac1d55e3846781e576cab",4,4,"Timers/timers-4.md"
"fc5cdbb0e798e7d1492ac1d55e3846781e576cab",1,0,"contributors.md"
"fc5cdbb0e798e7d1492ac1d55e3846781e576cab",6,6,"interrupts/interrupts-3.md"
"fc5cdbb0e798e7d1492ac1d55e3846781e576cab",1,1,"interrupts/interrupts-6.md"
"fc5cdbb0e798e7d1492ac1d55e3846781e576cab",2,2,"mm/linux-mm-2.md"
"fc5cdbb0e798e7d1492ac1d55e3846781e576cab",10,10,"mm/linux-mm-3.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",14,14,"Booting/linux-bootstrap-1.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",25,25,"Booting/linux-bootstrap-2.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",14,14,"Booting/linux-bootstrap-3.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",18,18,"Booting/linux-bootstrap-4.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",15,15,"Booting/linux-bootstrap-5.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",6,6,"Cgroups/cgroups1.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",5,5,"Concepts/cpumask.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",11,11,"Concepts/initcall.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",4,4,"Concepts/per-cpu.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",16,16,"DataStructures/bitmap.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",3,3,"DataStructures/dlist.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",3,3,"DataStructures/radix-tree.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",14,14,"Initialization/linux-initialization-1.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",22,22,"Initialization/linux-initialization-10.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",8,8,"Initialization/linux-initialization-2.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",12,12,"Initialization/linux-initialization-3.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",13,13,"Initialization/linux-initialization-4.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",15,15,"Initialization/linux-initialization-5.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",12,12,"Initialization/linux-initialization-6.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",15,15,"Initialization/linux-initialization-7.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",15,15,"Initialization/linux-initialization-8.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",16,16,"Initialization/linux-initialization-9.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",1,1,"LINKS.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",7,7,"Misc/contribute.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",23,23,"Misc/how_kernel_compiled.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",2,2,"Misc/linkers.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",8,8,"SyncPrim/sync-1.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",13,13,"SyncPrim/sync-2.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",12,12,"SyncPrim/sync-3.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",14,14,"SyncPrim/sync-4.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",17,17,"SyncPrim/sync-5.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",4,4,"SyncPrim/sync-6.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",14,14,"SysCall/syscall-1.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",13,13,"SysCall/syscall-2.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",10,10,"SysCall/syscall-3.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",7,7,"SysCall/syscall-4.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",13,13,"SysCall/syscall-5.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",3,3,"SysCall/syscall-6.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",5,5,"Theory/ELF.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",5,5,"Theory/Paging.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",1,1,"Theory/asm.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",16,16,"Timers/timers-1.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",6,6,"Timers/timers-2.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",22,22,"Timers/timers-3.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",12,12,"Timers/timers-4.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",9,9,"Timers/timers-5.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",8,8,"Timers/timers-6.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",6,6,"Timers/timers-7.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",6,6,"interrupts/interrupts-1.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",15,15,"interrupts/interrupts-10.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",31,31,"interrupts/interrupts-2.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",7,7,"interrupts/interrupts-3.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",9,9,"interrupts/interrupts-4.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",7,7,"interrupts/interrupts-5.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",13,13,"interrupts/interrupts-6.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",11,11,"interrupts/interrupts-7.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",20,20,"interrupts/interrupts-8.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",13,13,"interrupts/interrupts-9.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",3,3,"mm/linux-mm-1.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",9,9,"mm/linux-mm-2.md"
"17da4af718de774f4e93b29fe7d636d56e3701f5",7,7,"mm/linux-mm-3.md"
"99793174539e0630ca96f3d0ccfeffff15550d4c",1,1,"SysCall/syscall-6.md"
"99793174539e0630ca96f3d0ccfeffff15550d4c",1,0,"contributors.md"
"307605b85497a4aee237c7fcee3703e91f98e909",4,4,"SysCall/syscall-6.md"
"cf40a49fc91dbdf2c433b9b73e50a67237497025",1,0,"SUMMARY.md"
"6e6835c76baf8cd8974f90c760fe45e3a43279be",2,1,"SysCall/README.md"
"8b4faeac4bcb1821b834fd8e2094bbacb123cc40",221,0,"SysCall/syscall-6.md"
"4e08a7e4268d6c1742ea2e474df995c0bd1dac2f",1,1,"Initialization/linux-initialization-10.md"
"684c5ee70b27fef1e7a78e4764cafbb32a29e8f0",2,2,"Initialization/linux-initialization-8.md"
"9dafe2825441653f247f52fe1fac97b4f01e6ead",1,1,"Initialization/linux-initialization-1.md"
"cda7e02da7debd3d48d01bcbfaeb48c93f71b62d",5,5,"Booting/linux-bootstrap-1.md"
"0ce272fc6af7e0449fb91e4859dba61f2395e6a3",5,5,"Booting/linux-bootstrap-1.md"
"6ed0589b83953674af22f8a8e03676c862d13ee3",1,1,"Booting/README.md"
"6ed0589b83953674af22f8a8e03676c862d13ee3",40,30,"Booting/linux-bootstrap-1.md"
"83cc5501b56cc4fe47cfd9cb3dd88d0959980438",1,1,"Booting/README.md"
"34f7ef4aad04ca4a3945168dd9b5d05f788c033b",1,1,"README.md"
"29771f71d8a6b9bf73154ec63bfbc7a1727c80cd",1,1,"Initialization/linux-initialization-1.md"
"62916fb7198def9e41bdbea125cb6272b4968fed",1,1,"Initialization/linux-initialization-5.md"
"e09dc5d53cd48abc9b1102f457f18365cc084644",1,1,"README.md"
"6792d39c66ec8aaf753edad948acb58ce6cd9675",1,1,"Initialization/linux-initialization-8.md"
"571d9ac0ee9c0105ef2f49d7d808ae2e004a339d",1,1,"LINKS.md"
"30600495c4ad9e81e9c4e0a3c2a24181f7fd316a",1,1,"Initialization/linux-initialization-8.md"
"30600495c4ad9e81e9c4e0a3c2a24181f7fd316a",1,1,"SysCall/README.md"
"30600495c4ad9e81e9c4e0a3c2a24181f7fd316a",1,1,"SysCall/syscall-1.md"
"30600495c4ad9e81e9c4e0a3c2a24181f7fd316a",1,1,"SysCall/syscall-3.md"
"30600495c4ad9e81e9c4e0a3c2a24181f7fd316a",1,1,"SysCall/syscall-5.md"
"30600495c4ad9e81e9c4e0a3c2a24181f7fd316a",1,1,"Timers/timers-2.md"
"30600495c4ad9e81e9c4e0a3c2a24181f7fd316a",1,1,"interrupts/interrupts-1.md"
"ece5ad6f25b26f2dbf02a965470e601ac6207738",10,10,"Booting/linux-bootstrap-1.md"
"ece5ad6f25b26f2dbf02a965470e601ac6207738",25,26,"Booting/linux-bootstrap-2.md"
"ece5ad6f25b26f2dbf02a965470e601ac6207738",23,24,"Booting/linux-bootstrap-3.md"
"ece5ad6f25b26f2dbf02a965470e601ac6207738",24,24,"Booting/linux-bootstrap-4.md"
"7b1c628462fe722f8f9d06c69080716dd17cf103",2,1,"README.md"
"88170c12efa654a537276a4719ebef1984dae7d9",1,1,"Misc/contribute.md"
"af4d2701fa052772257372489a093e7525bfd6b6",5,5,"Booting/linux-bootstrap-1.md"
"896411ad172b7d6cc8ec501980049cec4538f483",106,76,"Theory/asm.md"
"f29bd4aebf9c05b3cb2aa6e04f58d143ca7ca36b",1,1,"Booting/linux-bootstrap-2.md"
"1fdaf6496bcdda3ffe05eb4bf18085fbe519be6d",1,0,"contributors.md"
"d237c228ac4f941ad27d1723dd5a216ecf3ca2d1",2,2,"mm/linux-mm-3.md"
"c28e1b6cbc13df0b1180fa8fc274086f93aa326b",0,4,"LINKS.md"
"b27bc0d14137202c023f8a81f717ea4ee53698df",4,4,"Cgroups/cgroups1.md"
"b27bc0d14137202c023f8a81f717ea4ee53698df",1,0,"contributors.md"
"12006725a4de652d9579e8524de4ebfe2fba6c1e",1,1,"Booting/linux-bootstrap-1.md"
"40111015ba034afebb3ef02220a6ad3ec8dab47b",1,0,"contributors.md"
"1f0b900c479727729e1c6f36e75fcf2917793e8c",4,4,"Misc/how_kernel_compiled.md"
"39a2e10e71e8e327c0d70a85261ba11ded27f802",1,1,"Timers/timers-3.md"
"6bb5a784874cbf26514e49f8babca38a2a811f0f",1,1,"Timers/timers-1.md"
"1cc8936003c8deae3e9e416d845d3cf874d3219d",1,1,"Timers/timers-3.md"
"3a9e277b05a8870f3c3534af783c6b6f1ad7f5ea",3,3,"Misc/program_startup.md"
"3a9e277b05a8870f3c3534af783c6b6f1ad7f5ea",1,0,"contributors.md"
"d585c64e70fc7eb031211aa1bad3344be1f93838",1,1,"Timers/timers-2.md"
"d585c64e70fc7eb031211aa1bad3344be1f93838",1,1,"Timers/timers-3.md"
"7be6e28f7eeb4faa6878669df76992aa74218650",123,84,"Initialization/linux-initialization-8.md"
"2d64a01b64fe54134590a32f40ac5710cf521f29",68,13,"Initialization/linux-initialization-8.md"
"1a15aeda5ad077a044697a3b4eee6cbec08875d3",1,1,"Initialization/linux-initialization-2.md"
"18890ee09f0151936cc3004e6201e98a59329174",1,1,"Booting/linux-bootstrap-1.md"
"d62e2d7f4ac4ef20328b639498cdcfbb2e46ca67",1,1,"Booting/linux-bootstrap-1.md"
"df66966959869ce4228e3dae436bd9c0ddee22cf",1,9,"Initialization/linux-initialization-4.md"
"a21734b76d25a7f5a79e4918fff0fdbfffdaa930",1,1,"Booting/linux-bootstrap-1.md"
"337c8b801d03a2181296b58270030b0b936e0afe",2,1,"Booting/linux-bootstrap-2.md"
"5a0ab7481d886d37fb06ffbfa03f66b916fb0cbf",1,1,"Concepts/cpumask.md"
"c9a9daa15fda82b6eaf9fb80ac9d162d6cfc3ccd",2,1,"README.md"
"2e640db70699cca858ea21fc75189fbf5a1baabf",1,1,"Booting/linux-bootstrap-1.md"
"7d5b4850db3cd133170c563a853d1d319b0eae56",1,1,"Booting/linux-bootstrap-3.md"
"78bae3700471bf17d52be0c103d470a7a5c151d4",1,1,"SysCall/README.md"
"78bae3700471bf17d52be0c103d470a7a5c151d4",1,1,"SysCall/syscall-5.md"
"50d386c21e4ec45ba48828fb04ae7687f5fcb249",1,0,"SUMMARY.md"
"50d386c21e4ec45ba48828fb04ae7687f5fcb249",1,0,"SysCall/README.md"
"50d386c21e4ec45ba48828fb04ae7687f5fcb249",403,0,"SysCall/syscall-5.md"
"7fa2b6620c8943eda9f91b60502ab5e6abeba001",1,1,"interrupts/interrupts-8.md"
"04d1b2c65315eadca630a2ab60d303a5be2cdc61",1,1,"interrupts/interrupts-7.md"
"d5f737d6a1b79e2e9db9fe96f44977ef19aabe6d",1,1,"interrupts/interrupts-8.md"
"90f50c2ac5a197da044e5091c631dd43e811ca4f",5,5,"Booting/README.md"
"90f50c2ac5a197da044e5091c631dd43e811ca4f",1,1,"Cgroups/README.md"
"90f50c2ac5a197da044e5091c631dd43e811ca4f",3,3,"Concepts/README.md"
"90f50c2ac5a197da044e5091c631dd43e811ca4f",3,3,"DataStructures/README.md"
"90f50c2ac5a197da044e5091c631dd43e811ca4f",10,10,"Initialization/README.md"
"90f50c2ac5a197da044e5091c631dd43e811ca4f",6,6,"SyncPrim/README.md"
"90f50c2ac5a197da044e5091c631dd43e811ca4f",4,4,"SysCall/README.md"
"90f50c2ac5a197da044e5091c631dd43e811ca4f",3,3,"Theory/README.md"
"90f50c2ac5a197da044e5091c631dd43e811ca4f",7,7,"Timers/README.md"
"90f50c2ac5a197da044e5091c631dd43e811ca4f",10,10,"interrupts/README.md"
"90f50c2ac5a197da044e5091c631dd43e811ca4f",3,3,"mm/README.md"
"cb7bc20623684d276fce32fb2d774e8bc0bb6afc",1,0,"README.md"
"6ecc12d8f1e51af69db4f907e259b66de4d9a996",1,1,"SUMMARY.md"
"6992e97a217b87b6078a6e5ab0b818d03677b02e",5,0,"Cgroups/README.md"
"6992e97a217b87b6078a6e5ab0b818d03677b02e",449,0,"Cgroups/cgroups1.md"
"6992e97a217b87b6078a6e5ab0b818d03677b02e",2,0,"SUMMARY.md"
"f3bc5949e26c701518a88bc36bbf2fc1e140fa6a",63,62,"Initialization/linux-initialization-1.md"
"f3bc5949e26c701518a88bc36bbf2fc1e140fa6a",41,2,"Initialization/linux-initialization-4.md"
"f3bc5949e26c701518a88bc36bbf2fc1e140fa6a",5,3,"Initialization/linux-initialization-5.md"
"f3bc5949e26c701518a88bc36bbf2fc1e140fa6a",24,6,"mm/linux-mm-2.md"
"f937425e1c5cbeec6918f1a58d71e667ba3c0e9a",1,1,"SysCall/syscall-3.md"
"f937425e1c5cbeec6918f1a58d71e667ba3c0e9a",2,2,"SysCall/syscall-4.md"
"678a137fa11a02988705e056617f09a72291b98f",49,47,"Misc/program_startup.md"
"2a742fd485df0260efce2078e7162c0de668e98b",7,7,"Timers/README.md"
"2a742fd485df0260efce2078e7162c0de668e98b",32,32,"Timers/timers-1.md"
"5006c2a69c9a71fadf0bbe61fa9e29be7f8b7039",1,1,"SUMMARY.md"
"5006c2a69c9a71fadf0bbe61fa9e29be7f8b7039",1,1,"mm/README.md"
"5006c2a69c9a71fadf0bbe61fa9e29be7f8b7039",0,0,"mm/{mm-3.md"
"cb12a2c26c532492f43a4e2ad65d9270fdc43255",2,0,"contributors.md"
"d419b61baabffe58b31a7d7258632635de06fb35",1,1,"Booting/linux-bootstrap-4.md"
"8998841c4c04d27eb7cfcb64e83d59c8fd49fb48",1,1,"Booting/linux-bootstrap-1.md"
"8998841c4c04d27eb7cfcb64e83d59c8fd49fb48",1,0,"contributors.md"
"0b9f39a3cde971b7fb5432e533741b53a6305ac7",21,17,"Misc/linkers.md"
"d13caaa7beb3d284e8ab51dddc26c82b10c126e6",1,1,"SyncPrim/sync-5.md"
"de83e8ea3e4e876e6a2580fb4e40462e534844af",270,218,"interrupts/interrupts-3.md"
"bd573d98573627fb88168372950ffa6b99ddf09e",3,1,"mm/linux-mm-1.md"
"5b1fbd83cca22b95e749e469156eba055b96f03a",11,1,"Concepts/cpumask.md"
"ed157db372b6146ac9b58384f327fb5302016fbd",10,10,"Misc/program_startup.md"
"1b8fcbef2f73eb90b0b0ad01c33af6936cdf607d",3,3,"Misc/program_startup.md"
"7df9f32334c20abb92dd74913c2e2d845278323c",1,1,"Misc/program_startup.md"
"090d388b33f6bdebf272e04dbd24f08c8467e51d",1,0,"SUMMARY.md"
"2b1f7f589604c9301438b85f8b0f343afd81549f",486,0,"Misc/program_startup.md"
"988d301c76e83d2a4a86d525ad257a8e68621535",1,0,"SyncPrim/sync-5.md"
"16242704feee676298511c33fcf8addbd49c07b6",6,6,"Booting/linux-bootstrap-5.md"
"c300e1923c0c893813e139b888cd530c586d1a75",1,1,"mm/linux-mm-2.md"
"299ec26e55102db7304d65e579f6031fb36b038b",2,2,"DataStructures/bitmap.md"
"3cb550c089c8fc609f667290434e9e98e93fa279",7,0,"KernelStructures/README.md"
"3cb550c089c8fc609f667290434e9e98e93fa279",190,0,"KernelStructures/idt.md"
"3cb550c089c8fc609f667290434e9e98e93fa279",2,0,"SUMMARY.md"
"6dca6b1a1c1266ac0aa98eda239c8f54b6c61af4",0,0,"KernelStructures/.gitkeep"
"130d87c7162bca1a9e34d527ccf95308f5a09f04",66,66,"Booting/linux-bootstrap-1.md"
"130d87c7162bca1a9e34d527ccf95308f5a09f04",1,0,"contributors.md"
"4c398be16a7296378f274ffb300c166d6cbbb9a5",1,1,"SysCall/syscall-1.md"
"46851a50c6e0d800c422af8696417b30d221da94",6,3,"mm/linux-mm-1.md"
"e3d4994fa88a83529a19cce9bef82e0e76102c43",25,25,"mm/linux-mm-1.md"
"e3d4994fa88a83529a19cce9bef82e0e76102c43",38,38,"mm/linux-mm-2.md"
"cc956901bf117205295f8fb1f08cf51b6cd9729b",11,11,"interrupts/README.md"
"cc956901bf117205295f8fb1f08cf51b6cd9729b",10,10,"interrupts/interrupts-1.md"
"af3bdd99ce952e8ed9880f0c190a8f2493403923",5,0,"LINKS.md"
"7be309a4958b80cc6fef398ba829770bd9da3e48",1,1,"SyncPrim/sync-6.md"
"e5f784ce7e5eb9167768d6e07c5631e7e0ea15cf",1,1,"SyncPrim/sync-6.md"
"418cf4f3f8642e74bb58adcddce7d405a2cfc6ea",1,1,"SyncPrim/sync-6.md"
"a376c04c5cdd1ff585de74a95f5c9850ab185d7b",17,17,"SyncPrim/sync-6.md"
"a376c04c5cdd1ff585de74a95f5c9850ab185d7b",1,0,"contributors.md"
"dffbc63f44e66a64f2e1edd820395646edf41766",1,1,"SyncPrim/sync-6.md"
"1296c76929371dd1050ca7105a3bfccccb44365e",3,3,"SyncPrim/sync-6.md"
"1296c76929371dd1050ca7105a3bfccccb44365e",1,0,"contributors.md"
"1296c76929371dd1050ca7105a3bfccccb44365e",1,1,"interrupts/interrupts-1.md"
"4d612957584e7cc821087e918ba25bbaed2efcda",1,1,"SyncPrim/sync-6.md"
"6fa41a0f21d8845c2e803598f99f840bb1906ff1",2,2,"SyncPrim/sync-6.md"
